function	S1_S16	S2_S16	S3_S16	S4_S16	S5_S16	S6_S16	S1_m	S2_m	S3_m	S4_m	S5_m	S6_m
K02472	771.74	1163.07	1040.22	1864.95	1171.24	1421.82	1615	1482	1776	1334	1647	1512
K02473	1147.83	1314.18	1439.83	1415.58	278.5	307.09	200	309	220	278	204	315
K02474	2877.97	3868.68	2788.08	2967.56	1158.17	1098.26	984	1166	1083	1049	1004	1189
K02475	236.55	218.42	102.15	223.5	79.36	27	29	211	32	190	30	215
K02476	98.38	220.17	101.82	135.17	84.75	32	49	263	54	237	50	268
K02477	1815.22	3383.52	2708.35	4182.69	1761.41	1784.4	1988	2073	2186	1866	2027	2114
K02478	406.81	428.09	368.43	938.18	183.09	170.12	129	272	142	245	132	278
K02479	102.2	126.7	163.2	240.1	36.33	89.6	47	135	52	121	48	138
K02480	301.55	364.34	410.28	691.94	489.74	323.36	451	420	496	378	460	429
K02481	524.22	914.94	475.8	831.49	574.43	312.61	368	600	405	540	375	612
K02482	158.6	165.01	171.14	157.19	50.5	57.1	33	95	36	85	34	97
K02483	15283.96	20673.19	31013.15	19953.6	34273.82	34219.94	36194	33420	39814	30078	36918	34088
K02484	5155.72	6493.53	9115.36	8281.32	13186.32	15377.03	14884	13795	16372	12416	15181	14071
K02485	245.98	1138.13	499.91	778.55	389.96	394.8	204	354	224	319	208	361
K02486	1.67	1	0	0.5	0	0.67	1	13	2	12	2	14
K02487	449.41	842.89	1440.21	913.88	145.99	178.54	227	408	249	368	231	417
K02488	440.67	393.5	664.16	656.94	385.47	257.3	125	263	138	237	128	268
K02490	52.48	72.5	91.65	64.57	18.7	6	20	24	22	22	20	24
K02491	29.5	21.5	80	37	22	0	26	25	28	23	26	26
K02492	6799.43	9044.65	9774.39	9188.14	10850.98	11487.51	11691	11460	12860	10314	11925	11689
K02493	7538.78	9697.56	10981.25	10555.48	13071.47	14787.33	13963	13998	15360	12598	14243	14278
K02494	5434.44	7083.73	7778.34	6120.53	8302.17	7808.85	8893	7987	9782	7188	9071	8147
K02495	13766.86	18188.25	22517.84	18579.63	26413.15	26177.47	28571	25666	31428	23099	29142	26179
K02496	2882.27	4730.02	6626.77	4298.12	7603.84	7067.24	8253	7108	9078	6397	8418	7250
K02497	265.47	92	135.65	549.25	37.62	2	16	25	18	22	16	25
K02498	3358.61	5088.52	7379.43	5336.39	8121.81	7511.54	8526	7572	9378	6815	8696	7724
K02499	1092.14	1327.83	955.64	1792.61	508.76	250.65	208	831	229	748	212	848
K02500	7314.23	9775.89	10318.4	9563.62	11213.17	11632.84	11741	11611	12915	10450	11976	11844
K02501	7226.4	9570.72	10295.9	9313.62	11157	11631.34	11731	11605	12904	10444	11965	11837
K02502	5701.81	6308.43	7924.49	6310.84	8300.5	7566.47	8815	8144	9697	7330	8991	8307
K02503	8243.84	10616.13	12647.73	10232.16	11153.75	11292.76	11694	11825	12863	10643	11928	12062
K02504	110.65	98.46	98.91	413.39	24.29	59.13	17	15	19	13	18	15
K02505	110.65	98.46	98.91	413.39	24.29	59.13	17	15	19	13	18	15
K02506	18.65	45.63	31.05	144.01	16.79	28.33	6	7	6	7	6	7
K02507	110.65	98.46	98.91	413.39	24.29	59.13	17	15	19	13	18	15
K02508	763.25	1487.73	2321.57	1641.86	645.73	563.42	809	584	889	526	825	596
K02509	1200.74	2036.98	2934.07	2193.21	1173.63	845.76	1201	900	1321	810	1225	918
K02510	4426.92	4899.47	8694.98	5696.02	3561.72	2246.24	3008	3272	3309	2945	3068	3337
K02511	45.17	47.37	16.55	45.73	41.66	39.04	38	39	41	35	38	39
K02517	13787.98	17516.22	18266.83	14441.73	19556.09	19443.45	20758	19431	22834	17488	21174	19820
K02518	8512.97	10354.36	14081.93	10127.13	11849.6	11853.11	12051	12658	13256	11392	12292	12911
K02519	7607.23	10315.76	11521.25	9833.18	11254.76	11641.11	11749	11658	12924	10492	11984	11891
K02520	7251.78	9505.86	10379.42	9437.45	11124.76	11572.44	11683	11538	12851	10384	11917	11769
K02521	187.11	412.02	145.89	562.99	36.74	102.08	33	46	36	41	33	46
K02523	6539.19	9021.73	9379.57	7861.27	9221.2	8359.39	9437	9000	10381	8100	9626	9180
K02525	1100.64	1754.24	2594.26	2938.3	1399.23	1323.48	1629	1590	1792	1431	1661	1622
K02526	247.14	274.17	215.21	437.05	109.89	91.43	67	50	74	45	69	51
K02527	6363.61	8797.73	9266.91	7440.36	9092.15	8274.07	9400	8833	10340	7950	9588	9009
K02528	7279.28	9541.36	10374.92	9481.95	11198.76	11592.44	11717	11600	12888	10440	11951	11832
K02529	12200.2	25033.56	26226.69	24867.88	42537.62	54592.14	46391	44654	51030	40188	47319	45547
K02530	168.51	147.08	111.42	185.82	43.16	13.83	15	188	17	170	15	192
K02531	10.33	9.83	7.17	21	7.16	0.17	1	6	1	6	1	6
K02532	70.27	88.91	90.71	271.77	43.25	50.83	16	28	17	25	16	28
K02533	2597.02	3351.88	4711.61	3065.18	6702.58	5950.8	6874	5806	7561	5225	7012	5922
K02535	6016.11	7797.4	8594.66	6655.12	8715.81	7955.15	8973	8248	9870	7423	9152	8412
K02536	6672.44	9129.57	9584.41	8479.44	9426.82	8687.57	9886	9203	10874	8283	10083	9387
K02538	396.62	134.99	208.21	488.64	48.62	65.12	32	185	35	167	32	189
K02545	189	46	93	313	24	6	12	12	14	11	13	13
K02546	9	0	5	21	2	0	0	3	0	3	0	4
K02547	138	30	88	142	17	6	11	8	13	8	12	9
K02548	1182.95	1038.35	1715.86	2876.34	2228.13	3620.79	2541	3187	2795	2869	2592	3251
K02549	887.04	679.35	1107.75	1998.62	2141.99	3311.96	2352	2761	2587	2485	2399	2816
K02550	2.89	1.86	2.34	7.89	13.06	13.34	12	11	13	10	12	12
K02551	964.04	833.35	1354.24	2211.51	2075.46	3481.95	2467	2951	2714	2656	2517	3010
K02552	721.03	512.02	985.41	1765.27	1951.88	3256.11	2220	2656	2442	2390	2264	2709
K02553	5083.77	5791.78	7005.2	5181.7	7573.21	7155.19	8353	7272	9188	6545	8520	7418
K02554	951.33	788.98	666.94	1407.83	1195.72	1433.47	1375	1286	1512	1157	1402	1311
K02556	6030.57	7903.95	12562.06	9886.06	15936.89	15344.19	17478	15185	19226	13666	17828	15488
K02557	6819.1	9470.11	13963.78	11762.2	16576.15	15940	18003	15805	19803	14224	18363	16121
K02558	5842.52	8256.56	8443.5	6387.42	8592.81	7916.67	9120	8479	10032	7631	9303	8648
K02560	180.93	223.02	151.02	434.72	57.29	73.13	27	19	30	17	28	19
K02562	142.73	147.05	107.58	346.14	32.29	66.13	22	15	24	14	22	15
K02563	7314.28	9546.69	10388.01	9895.88	11296.73	11751.77	11837	11754	13021	10579	12074	11989
K02564	1277.41	2405.68	2132.67	2647.46	2483.11	3722.27	2604	3305	2864	2975	2656	3371
K02565	147.23	187.55	125.57	423.46	33.96	66.8	22	18	24	16	22	18
K02566	373.85	354.52	906.43	1321.54	1904.34	3276.47	2241	2495	2465	2246	2286	2545
K02567	700.45	502.92	1890.88	729.51	563.04	295.39	291	542	320	488	297	553
K02568	703.45	516.92	1890.88	742.51	563.04	297.39	291	542	320	488	297	553
K02569	706.67	522.53	1897.77	748.68	571.04	304.39	301	553	331	498	307	564
K02570	687.45	499.92	1890.88	724.51	519.04	263.39	254	490	279	441	259	500
K02571	538.56	345.03	1748.22	271.41	301.25	115.25	117	368	128	331	119	375
K02572	166.17	166.53	139.77	441.26	58.79	68.14	37	27	40	24	38	28
K02573	65.42	86.11	88.77	51.01	34.79	29.64	13	28	14	26	13	29
K02574	54.42	71.11	88.77	48.01	31.79	29.64	11	26	12	24	11	27
K02575	5278.75	6402.84	7540.78	7340.55	6702.89	8615.04	7488	7764	8237	6988	7638	7920
K02584	354.85	714.34	524.33	674.11	257.42	133.12	84	433	93	389	86	441
K02585	83.83	48.17	86.7	163	38.17	41.66	10	47	11	42	11	48
K02586	96.83	47.67	74.7	171	40.17	41.66	10	42	11	38	11	43
K02587	83.83	46.5	74.7	162	38.17	42.66	10	47	11	42	11	48
K02588	99.33	47.67	76.7	174.5	40.17	41.66	12	42	14	38	13	43
K02589	6	1.67	0	0	0	0	0	6	0	6	0	7
K02590	6	1.67	0	0	0	0	0	6	0	6	0	7
K02591	98.83	47.67	74.7	188	41.17	44.66	10	42	11	38	11	43
K02592	73.83	46.5	74.7	160	38.17	33.66	9	36	10	33	10	37
K02593	85.83	51.5	75.7	180	39.17	33.16	9	23	10	21	10	24
K02594	61.33	25.67	58.7	106	26.17	13.16	11	26	13	24	12	27
K02595	79.83	37	75.7	159	29.17	22.16	8	28	9	25	9	29
K02596	79.83	37.5	77.7	158	30.17	23.16	8	28	9	25	9	29
K02597	123.16	76	132.2	264	57.34	36.32	14	53	16	48	15	54
K02598	162.97	196.72	494.79	563.42	1727.29	3121.14	2084	2126	2293	1914	2126	2169
K02600	7282.95	9539.03	10360.42	9483.12	11197.76	11593.44	11713	11578	12884	10420	11947	11810
K02601	7300.48	9552.03	10376.42	9529.45	11221.76	11618.94	11730	11589	12903	10430	11965	11821
K02609	2882.39	2633.96	2625.45	2859.31	1069.93	1048.3	1158	1288	1273	1159	1181	1313
K02610	2825.39	2550.46	2566.45	2710.31	1053.93	1029.3	1131	1158	1244	1042	1153	1181
K02611	2851.39	2605.46	2586.45	2814.31	1063.93	1046.3	1153	1234	1268	1110	1176	1258
K02612	2825.39	2550.46	2566.45	2710.31	1053.93	1029.3	1131	1158	1244	1042	1153	1181
K02613	3628.92	4336.36	3824.95	4086.21	1525.77	1546.64	1844	1715	2028	1543	1880	1749
K02614	4350.69	4877.92	6276.56	5245.07	7277.2	6858.96	8240	6763	9064	6087	8405	6898
K02615	745.12	581.16	360.67	595.23	358.83	466.86	441	356	485	320	450	363
K02616	4070.26	3479.62	2590.7	3206.53	1495.64	1706.72	1823	1813	2005	1631	1860	1849
K02617	2470.85	2296.71	1925.03	1994.14	857.68	884.79	934	854	1028	769	953	871
K02618	2604.68	2376.96	2184.11	2368.63	974.06	940.11	1023	977	1125	879	1043	996
K02619	5116.54	6656.97	6069.06	5829.35	7621.39	7348.73	8498	7227	9348	6504	8668	7371
K02621	6628.28	8484.44	9233.02	8702.65	9202.41	8600.79	9600	9051	10560	8146	9792	9232
K02622	6630.66	8617.11	9355.68	8337.22	9146.58	8453.46	9488	8942	10437	8048	9678	9121
K02623	1682.16	2140.21	2610.74	2841.61	6525.01	6204.39	7319	5893	8051	5304	7466	6011
K02624	7347.28	7315.64	10387.09	7770.66	9898.05	8909.72	10231	9638	11254	8674	10436	9830
K02625	1923.46	1936.59	2090.03	2469.44	6118.23	6096.4	6918	5568	7610	5011	7057	5679
K02626	38	82	11	44	45	11	11	43	13	39	12	44
K02634	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02635	53.5	83	83	121	15.5	25.5	24	13	27	12	25	14
K02636	94.33	104	157	196.66	29.67	42	38	47	42	43	39	48
K02637	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02638	65	83	70	128.5	19.5	25.5	31	29	35	27	32	30
K02639	1157	1506	1804.83	1046.5	5528	5312	6235	4610	6859	4149	6360	4703
K02640	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02641	54.5	83	50	121	15.5	25.5	24	18	27	17	25	19
K02642	13.5	5	1	23	1	1.5	2	0	3	0	3	0
K02643	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02647	2236.07	3066.4	4396.8	4004.3	6719.61	6578.51	7731	6233	8504	5610	7886	6358
K02650	4929.46	7550.94	7193.23	5533.25	3707.22	3493.62	3484	4304	3832	3873	3554	4390
K02651	6128.44	8171.22	13186.08	7225.29	14629.08	13430.34	15778	12668	17356	11401	16093	12922
K02652	5593.94	7185.28	7314.05	5901.27	9915.97	10168.57	9897	10569	10887	9512	10095	10780
K02653	6128.8	8111.86	9297.07	7301.73	10677.11	11074.63	11153	11374	12269	10237	11376	11602
K02654	6402.1	8311.02	9261.16	8240.44	10566.48	11098.74	11201	11107	12321	9996	11425	11329
K02655	8879	10276.38	9683.94	8002.66	10051.14	9466.03	10731	9675	11804	8708	10946	9869
K02656	5291.29	6789.27	7630.96	5508.02	8173.71	7612.69	8757	7808	9633	7027	8932	7964
K02657	5256.13	6624.96	7614.15	5336.09	8149.41	7601.76	8787	7792	9666	7013	8963	7948
K02658	5327.76	8396.96	7960.15	5453.56	8448.88	7865.72	8938	7936	9832	7142	9117	8095
K02659	5193.76	6553.96	7551.15	5207.39	8134.88	7563.22	8759	7764	9635	6987	8935	7919
K02660	5237.26	6610.96	7590.15	5347.06	8163.38	7568.72	8791	7808	9670	7027	8967	7964
K02661	35.55	28.25	54.57	126.8	10.98	6.65	17	14	19	13	18	14
K02662	5679.8	7579.61	8424.92	6458.78	10102.18	10785.54	10957	10429	12052	9386	11176	10637
K02663	5389.47	7038.36	7707.09	5507.36	8243.76	7672.96	8806	7962	9686	7166	8982	8121
K02664	5522.51	7284.58	8291.95	4981.82	8457.15	7712.4	9041	7703	9945	6933	9222	7857
K02665	5045.79	6240.57	6561.59	4867.84	7819.17	7261.98	8265	7400	9091	6660	8430	7548
K02666	5469.04	7044.02	7940.59	6014.12	8431.68	7891.71	9018	8305	9919	7475	9198	8471
K02667	5057.47	6222.9	6132.84	4610.8	7557.81	6806.01	7842	7056	8626	6350	7999	7197
K02668	4400.24	5042.13	5157.98	3540.88	7149.01	6513.43	7432	6493	8175	5844	7580	6623
K02669	6725.8	9107.77	10151.17	9422.06	12662.92	14433.56	13503	14057	14853	12651	13773	14338
K02670	6157.2	7205.82	7695.02	5092.03	8265.14	7186.24	8126	7555	8938	6800	8288	7706
K02671	5837.19	7760.33	8378.75	5450.37	8858.82	8157.44	9502	8295	10452	7465	9692	8460
K02672	5779.34	7373.94	8383.35	5453.87	9112.51	8333.62	9688	8477	10656	7629	9881	8646
K02673	2878.76	4506.39	6817.16	3915.63	7594.01	6988.85	8277	6939	9105	6245	8443	7077
K02674	5280.66	6438.06	6681.16	4531.59	8092.1	7497.55	8573	7316	9430	6584	8744	7462
K02676	4354.01	5142.85	5172.58	3461.18	7122.61	6540.73	7406	6515	8147	5864	7555	6646
K02679	110.65	98.46	98.91	413.39	24.29	59.13	17	15	19	13	18	15
K02680	110.65	98.46	98.91	413.39	24.29	59.13	17	15	19	13	18	15
K02681	109.65	98.46	82.91	338.39	23.29	59.13	17	14	19	12	18	14
K02682	110.65	98.46	98.91	413.39	24.29	59.13	17	15	19	13	18	15
K02683	14	30	11	34	32	1	4	34	5	31	5	35
K02686	915.62	926.86	2203.19	1107.93	526.33	354.96	394	888	433	799	402	905
K02687	7002.44	9364.94	9651.01	8674.8	9280.71	8415.27	9502	9227	10452	8305	9692	9412
K02688	202.92	229.64	501.67	476.93	414.16	421.64	278	498	306	449	283	508
K02689	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02690	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02691	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02692	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02693	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02694	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02696	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02697	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02698	70	88	51	142	17	27	26	8	29	8	27	9
K02699	25.5	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02700	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02702	9.5	5	1	23	0	1.5	2	0	3	0	3	0
K02703	138	181	103	306.5	35.5	55.5	54	16	60	15	56	17
K02704	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02705	51	83	50	118.5	15.5	25.5	28	8	31	8	29	9
K02706	70	88	51	142	17	27	26	8	29	8	27	9
K02707	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02708	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02709	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02710	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02711	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02712	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02713	21	5	1	23.5	1.5	1.5	2	0	3	0	3	0
K02714	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02715	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02716	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02717	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02718	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02719	21	5	1	24	1.5	1.5	2	0	3	0	3	0
K02720	93	166	100	237	31	51	46	16	51	15	47	17
K02722	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02723	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02724	49	83	50	118.5	15.5	25.5	24	8	27	8	25	9
K02742	2032.25	3028.35	4248.93	3182.95	6535.97	6264.74	7510	6021	8261	5419	7660	6141
K02744	34.24	40.57	34.43	17.27	39.03	21.53	11	177	12	159	11	181
K02745	21.66	20.74	6.13	9.14	19.87	18.24	5	169	6	152	5	173
K02746	21.66	20.74	6.13	9.14	19.87	18.24	5	167	6	151	5	171
K02747	21.66	20.74	6.13	9.14	19.87	17.24	5	167	6	151	5	171
K02750	544.76	184.31	233.55	607.52	86.3	41.09	29	194	32	174	29	197
K02753	270.92	107.99	128.08	382.42	46.75	58.99	19	19	21	17	19	19
K02755	133.17	213	86.33	122	15	6	19	5	21	5	20	6
K02756	0	0	0	0	0	0	0	1	0	1	0	2
K02757	422.76	305.09	310.51	1008.42	724.79	1092.24	1129	2489	1241	2240	1151	2539
K02759	367.46	335.6	373.52	883.63	135.28	181.5	84	604	92	544	86	616
K02760	424.22	596.33	427.16	1215.18	237.53	240.81	109	1285	119	1157	111	1311
K02761	426.32	432.37	452.42	1197.01	240.06	283.5	136	1802	150	1622	139	1838
K02763	0	0	0	0	1	1	0	0	0	0	0	0
K02765	506.46	147.25	314.96	764.53	68.42	17.12	45	39	50	36	46	40
K02768	194.7	261.4	354.16	456.56	783.87	1053.4	1085	1328	1193	1195	1106	1355
K02769	146.16	154.9	117.75	219.99	38.37	85.07	34	353	37	317	35	360
K02770	4706.92	4986.85	5818.45	6593.61	7845.05	7957.3	9094	8054	10003	7249	9276	8215
K02771	4.33	15.33	17.42	0	13.66	0.17	3	4	3	3	3	4
K02773	350.74	146.33	243.5	464.51	66.26	46.67	34	362	37	326	34	369
K02774	352.56	155.33	243.5	465.69	66.26	46.67	34	369	37	332	34	377
K02775	391.06	176.83	295.83	456.32	180.38	106.41	56	382	61	343	57	389
K02777	558.18	418.94	752.92	1184.36	1829.91	3165.46	2131	2317	2344	2085	2174	2363
K02778	3.14	1.25	6.75	3.44	0.63	0.95	0	1	0	1	0	1
K02779	173.09	316.15	169.89	455.24	71.35	85.09	33	375	36	338	34	383
K02781	116.13	223.12	106.63	234.62	70.08	64.66	26	370	28	333	26	378
K02782	1	0	0	1	0	2	0	4	0	4	0	5
K02783	199.36	372.42	187.24	441.12	124.18	94.52	41	392	45	353	41	400
K02784	162.51	188.1	140.52	437.8	39.79	67.13	23	20	26	18	24	20
K02786	169.69	147.08	106.17	187.64	42.16	15.5	15	182	16	164	15	186
K02788	167.51	147.08	106.17	184.82	43.16	14.5	15	182	16	164	15	186
K02791	612.55	302.63	334.21	1290.36	89.21	111.61	54	201	59	181	55	205
K02793	710.04	817.83	762.96	1115.97	528.55	288.24	183	561	201	505	186	572
K02794	191.9	303.8	265.11	631.51	137.24	130.42	58	600	63	540	59	612
K02795	190.19	303.8	247.11	614.65	148.24	128.09	57	588	62	529	58	599
K02796	187.61	297.72	251.81	638.52	120.58	137.8	64	583	70	525	65	595
K02798	424.1	347.58	286.66	596.71	139.42	90.78	67	409	73	368	68	417
K02799	12	0	13	16	8	12	1	2	2	2	2	3
K02800	605.33	509.8	467.24	1057.18	809.21	1102.91	1144	1215	1258	1094	1167	1240
K02802	49.5	20.5	464	335.17	3009.97	5743	3716	3773	4088	3396	3790	3848
K02803	70	48.5	1105.75	684	5110.97	9180	6167	6272	6783	5645	6290	6397
K02804	1384.32	1931.52	3136.01	2422.43	2524.77	3765.78	2983	2934	3282	2640	3043	2992
K02805	357.08	1258.2	560.39	1365.44	539.79	658.02	656	938	722	844	670	957
K02806	3721.64	4737.65	7800.95	5607.97	8356.7	7503.47	8532	7850	9385	7065	8703	8007
K02810	853.95	629.26	506.54	1219.37	211.33	136.63	83	422	91	380	85	431
K02812	7.29	22.25	21.21	9.59	6.29	19.78	3	2	3	2	3	2
K02813	7.29	24.58	21.54	9.59	6.29	20.78	3	2	3	2	3	2
K02814	7.29	24.58	21.54	9.59	6.29	19.78	3	2	3	2	3	2
K02815	7.29	24.58	21.54	9.59	6.29	19.78	3	2	3	2	3	2
K02819	1224.18	1841.73	2660.04	1901.67	769.15	650.75	876	787	963	709	893	803
K02821	1365.98	1860.06	2788.51	1722.69	1155.83	809.52	750	1358	825	1222	765	1385
K02822	501.44	284.31	296.29	612.06	119.92	133.49	83	582	92	524	85	594
K02823	480.21	732.8	661.34	1043.59	276.93	159.22	152	640	167	576	155	653
K02824	2513.5	3364.23	4642.83	4303.8	6750.15	6482.29	7695	6337	8465	5703	7849	6463
K02825	4186.88	6219.55	8420.45	7392.01	10082.46	10612.44	11066	10801	12173	9721	11288	11017
K02826	231.47	82	97.65	367.25	35.62	4	18	26	20	23	19	26
K02827	362.47	112	218.65	482.25	50.62	9	28	31	31	28	29	32
K02828	228.47	82	97.65	360.25	35.62	3	15	19	17	17	15	19
K02829	228.47	82	97.65	360.25	35.62	3	15	19	17	17	15	19
K02834	7281.61	9546.36	10406.41	9485.25	11179.06	11611.76	11717	11592	12889	10433	11952	11824
K02835	7263.95	9511.36	10346.42	9462.45	11165.76	11592.44	11710	11544	12881	10390	11944	11775
K02836	7271.61	9545.86	10385.08	9473.6	11174.06	11604.09	11715	11590	12887	10431	11949	11822
K02837	6803.28	8705.94	9359.51	8837.55	9785.12	9425.27	10599	9821	11659	8839	10811	10018
K02838	7264.28	9511.36	10349.42	9449.45	11165.76	11592.44	11710	11542	12881	10388	11944	11773
K02839	467.21	574.9	585.15	786.6	438.62	649.81	678	536	745	482	691	547
K02840	4.72	21.14	20	8.43	6.29	20.14	3	4	3	3	3	4
K02841	2514.22	3632.05	4956.48	4765.87	7189.48	6772.57	7971	7083	8768	6375	8130	7224
K02843	2845.88	4057.39	5346.97	5307.17	7347.32	6866.58	8050	7302	8855	6572	8211	7448
K02844	2059.72	3009.88	4317.81	3491.52	6659.64	6431.74	7634	6192	8397	5573	7787	6316
K02846	184.23	146.46	97.08	709.1	31.29	61.13	20	22	22	20	20	22
K02847	831.1	727.81	2253.08	821.56	674.96	499.03	367	699	403	629	374	713
K02848	1893.46	2849.22	4154.73	3006.56	6598.64	6377.25	7601	6089	8361	5480	7753	6210
K02849	210.98	243.46	212.91	595.05	70.96	81.63	61	142	67	128	63	145
K02850	5.22	29.97	23.33	7.68	6.29	19.26	3	2	3	2	3	2
K02851	1057.23	1770.55	1476.73	2562.05	2178.47	3398.85	2387	2844	2625	2560	2434	2901
K02852	127.15	103.46	98.91	434.89	23.29	72.63	21	28	23	25	21	29
K02853	110.65	98.46	98.91	412.39	22.29	59.13	17	15	19	13	18	15
K02854	116.18	86.71	116.79	354.03	26.29	75.25	22	87	24	78	22	89
K02855	130.47	119.21	106.12	375.63	27.92	61.08	20	44	22	40	20	45
K02856	281.68	919.96	421.33	687.23	216.71	295.22	278	271	306	244	284	276
K02858	2605.06	2422.93	1156.98	2224.83	689.81	755.38	754	1068	829	961	769	1089
K02859	34.85	125.5	66.65	71.82	29.7	18.08	12	22	13	20	12	22
K02860	7135.78	9362.36	10036.26	9191.63	10982.92	11505.44	11672	11252	12839	10127	11905	11477
K02862	141.68	75.5	153.25	421.57	42	21	32	126	35	114	32	129
K02863	7278.28	9541.36	10360.42	9483.45	11199.26	11594.44	11715	11581	12886	10423	11949	11813
K02864	7267.28	9504.36	10360.42	9477.45	11196.26	11593.44	11713	11580	12884	10422	11947	11812
K02866	14	30	11	34	32	1	4	34	5	31	5	35
K02867	7277.28	9541.36	10360.42	9471.95	11197.76	11593.44	11714	11579	12885	10421	11948	11810
K02869	14	30	11	34	32	1	4	34	5	31	5	35
K02871	7278.28	9541.36	10360.42	9483.45	11197.76	11593.44	11713	11578	12884	10420	11947	11810
K02874	7272.28	9541.36	10360.42	9483.45	11197.76	11593.44	11714	11578	12885	10420	11948	11810
K02876	7278.28	9541.36	10360.42	9483.45	11197.76	11593.44	11714	11578	12885	10420	11948	11810
K02877	14	30	11	34	32	1	4	34	5	31	5	35
K02878	7263.28	9511.36	10349.42	9437.45	11165.76	11592.44	11710	11544	12881	10390	11944	11775
K02879	7264.28	9511.36	10349.42	9449.45	11165.76	11592.44	11710	11544	12881	10390	11944	11775
K02881	7276.28	9535.36	10360.42	9483.45	11196.76	11592.44	11714	11578	12885	10420	11948	11810
K02883	14	30	11	34	32	1	4	34	5	31	5	35
K02884	7254.28	9511.36	10343.25	9446.45	11164.43	11592.44	11710	11541	12881	10387	11944	11772
K02885	14	30	11	34	34	1	4	34	5	31	5	35
K02886	7286.28	9541.36	10360.42	9507.45	11197.76	11593.44	11714	11577	12885	10420	11948	11809
K02887	7264.28	9511.36	10352.42	9449.45	11165.76	11592.44	11710	11544	12881	10390	11944	11775
K02888	7258.28	9490.36	10329.42	9442.45	11160.42	11574.27	11708	11542	12879	10388	11942	11773
K02889	14	30	11	34	32	1	4	34	5	31	5	35
K02890	7224.28	9442.36	10314.42	9259.45	11171.76	11554.44	11686	11417	12855	10275	11920	11645
K02891	0	0	0	1.5	1	0	0	1	0	1	0	2
K02892	7274.28	9541.36	10356.42	9479.45	11197.76	11593.44	11710	11578	12881	10420	11944	11810
K02895	7300.78	9581.36	10376.92	9538.95	11202.76	11603.44	11715	11584	12886	10426	11949	11816
K02896	14	30	11	34	32	1	4	34	5	31	5	35
K02897	7240.51	9474.48	10304.72	9437.25	11132.7	11569.72	11690	11530	12859	10377	11924	11761
K02899	7264.28	9504.36	10349.42	9449.45	11165.76	11591.44	11708	11544	12879	10390	11942	11775
K02902	7300.78	9524.36	10427	9593.95	11829.23	12551.44	12774	12337	14052	11103	13030	12584
K02904	7275.28	9541.36	10360.09	9468.8	11197.76	11591.77	11714	11578	12885	10420	11948	11809
K02906	7278.28	9541.36	10360.42	9483.45	11197.76	11593.44	11714	11578	12885	10420	11948	11810
K02907	7076.45	9245.36	10042.76	9114.63	10983.92	11483.94	11649	11259	12814	10134	11882	11485
