function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m	S17_S16	S17_m	S18_S16	S18_m
K02485	1334	513	338	245	2153	115	2505	173	1152	293	256	204	678	328	545	730	644	209	630	232	745	180	2070	92	345	395	6570	72	1032	231	745	255	478	459	226	85
K02486	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	3	11	0	0	0
K02487	5415	20	690	263	97	249	407	111	13372	103	6123	39	4270	1305	2766	743	1428	2099	858	114	7594	2161	2514	267	990	557	1020	51	1622	415	1012	29	2177	801	199	206
K02488	57	717	884	211	2286	171	6212	326	220	184	15	383	4377	663	1376	47	1252	39	1961	239	5	15	553	471	786	264	2394	289	72	731	1721	721	2617	554	492	204
K02490	0	16	274	9	12	2	153	46	10	0	4	2	342	36	58	87	6	1	184	2	0	2	212	36	99	28	4	53	0	12	242	98	71	5	210	1
K02491	0	0	45	0	0	0	0	0	0	0	0	0	2	1	0	75	0	0	83	0	0	0	52	3	42	0	0	2	0	0	0	6	0	2	0	0
K02492	26762	2920	6794	2836	12523	2780	7033	1466	24186	1960	25800	1712	11748	4632	9116	3161	7356	4653	9845	4789	15322	5525	12260	1988	4929	5548	27435	1208	15370	4778	6926	2922	5659	3876	6536	1319
K02493	27471	3651	9420	3465	14822	3006	13481	1925	29486	2420	25950	2124	29449	5380	10698	4184	8673	4983	12416	6845	18365	6449	26579	4310	7792	5886	30826	1739	16020	5519	9159	4098	10506	6141	29995	3365
K02494	19381	1527	4157	1334	7578	920	4156	968	20244	915	9510	586	5875	2696	4875	2354	2738	2762	2646	653	10822	2878	3842	526	1617	2858	12210	542	4325	2940	3712	1225	3295	3553	1780	321
K02495	55004	8211	14166	6892	31477	6073	30499	4883	52619	4757	52184	4576	38168	11279	25806	6373	18663	9623	22641	10338	34466	12059	26203	4468	11964	12882	72736	2796	32293	11161	21216	6719	17476	9340	24552	3735
K02496	16651	1147	3260	1017	4002	581	3425	955	11838	858	4466	515	5422	2153	4853	1821	2311	1664	2025	639	9316	2087	3229	479	1471	2418	12100	427	2633	1163	3618	1002	3238	3328	1605	289
K02497	0	0	167	1	0	1	3	1	0	1	0	0	310	1	0	84	0	3	87	1	0	0	201	31	135	1	9	16	0	1	1	36	58	6	143	1
K02498	16703	1671	3499	1226	6088	751	8864	1273	12038	1037	4473	897	9520	2710	6228	1861	3227	1704	3056	855	9321	2096	3548	802	1813	2677	14502	650	2680	1522	5281	1738	5626	3882	2010	490
K02499	256	248	630	253	3550	81	1022	57	1093	7	9	10	935	163	32	194	745	127	333	136	129	149	1101	103	630	123	83	317	68	414	300	851	369	50	619	14
K02500	26558	3635	7100	3363	14803	2964	13363	1775	24123	2144	25797	2095	16372	5354	10477	3202	8616	4669	15013	7720	15304	5517	13218	2414	5852	5796	29831	1598	15436	5511	8590	3964	8607	4440	7350	1641
K02501	26558	3635	7112	3365	14803	2964	13363	1775	24123	2144	25797	2095	18166	5354	10477	3206	8616	4669	15032	7917	15304	5517	13519	2656	5911	5796	29831	1595	15436	5511	8590	3965	8623	4440	10065	1860
K02502	18065	1511	3888	1430	7459	999	7951	1170	19176	994	9259	672	10161	2833	6020	1538	3421	2592	3283	671	10076	2700	3035	847	3032	2661	7584	1043	3347	3066	4907	2410	5855	3485	2519	441
K02503	37587	3929	6456	3571	16466	3170	14719	2455	29023	2452	28893	2233	24533	5989	13936	2570	10438	5741	10900	6448	18753	6116	13544	3294	6578	6458	32608	1447	16042	5868	11021	3441	8359	5489	26724	2963
K02504	614	421	182	148	2031	85	1730	97	651	72	222	195	92	237	107	323	123	159	43	36	679	145	1850	29	3	357	6566	7	979	146	280	4	146	429	7	18
K02505	614	421	182	148	2031	85	1730	97	651	72	222	195	104	237	107	323	123	159	43	36	679	145	1850	29	3	357	6566	7	979	146	280	5	146	429	8	18
K02506	614	421	17	148	2031	83	1730	97	96	72	177	195	1	237	107	75	122	15	11	2	566	94	0	4	1	357	6566	1	728	146	273	1	1	428	2	11
K02507	750	421	230	157	2031	85	1730	97	651	72	222	195	124	239	107	416	123	159	52	36	679	145	1850	36	3	357	6566	7	979	146	280	12	146	429	8	20
K02508	1036	280	507	115	1587	118	1079	615	4607	303	132	158	3656	193	1889	685	953	269	615	17	3104	936	325	150	764	571	3746	32	571	165	1978	26	1877	3297	129	81
K02509	1618	984	1281	600	2980	467	1462	810	5571	683	248	318	8265	713	2208	1105	1258	526	1626	786	3311	1023	6859	918	1286	1728	5622	169	980	329	3085	374	3546	1942	3626	481
K02510	25683	2473	3136	1672	9068	1166	17865	2153	13255	1627	4396	1070	14179	3237	8471	1647	4407	1938	5026	1853	10782	1952	14162	1793	2599	3940	14542	717	2211	1913	8636	1605	7024	4398	5487	966
K02511	666	1	64	102	0	20	5	139	1111	130	345	1	8	8	1159	197	79	159	30	1	425	146	0	13	4	5	3	2	326	12	446	9	2	10	7	12
K02517	51684	6154	10098	6156	25409	4985	19778	2978	55667	4119	54308	3139	18666	10009	20250	5181	14725	9102	15172	5291	30099	10318	8404	2978	6082	10446	37199	1803	27347	12946	14444	4374	9200	8330	8061	2140
K02518	39705	3677	7897	3554	14991	3219	13995	1906	34314	2247	32077	2111	22375	6225	13665	3465	10556	6813	11939	6282	20346	6756	19523	3181	7154	6129	29964	1872	16715	5898	9709	4536	8904	6113	22190	2752
K02519	27231	4065	7767	3540	16847	3039	15175	1894	24404	2216	25977	2290	23740	5612	10614	3303	8749	4728	11530	6230	15839	5611	19126	3297	6944	6170	36401	1645	16164	5662	8935	3912	8803	4915	23987	2767
K02520	26820	3645	7449	3393	14820	2958	13493	1798	24425	2150	25819	2185	21939	5416	10534	3314	8986	4728	11555	5910	15329	5540	18846	3217	6840	5814	29833	1616	15353	5813	8662	3864	8803	4491	21175	2552
K02521	753	422	1822	149	2034	87	1767	104	771	73	222	195	334	438	110	675	123	182	364	69	683	146	2369	117	333	365	6573	53	982	172	293	72	564	439	152	32
K02523	26814	3636	5868	3242	14809	2930	13344	1664	23755	1869	25759	2094	11479	5349	10305	2663	8577	4650	10319	4260	15327	5538	5469	1522	3851	5810	29789	1327	15309	5515	8158	3377	6488	4398	3240	1141
K02525	3437	707	1016	404	3651	229	2859	852	5532	509	570	355	3921	650	3214	824	1336	345	690	62	3986	1155	2391	180	830	935	10401	55	1452	733	2706	56	2122	464	195	80
K02526	1161	845	442	350	4072	217	3470	196	97	164	334	392	1898	531	232	182	249	23	131	204	1076	174	290	261	113	806	13187	25	1454	330	548	40	79	872	2753	235
K02527	26804	3719	5466	3303	15058	2974	13602	1704	23725	1824	25759	2278	9030	5575	11172	2640	9211	4649	10030	4272	15325	5537	5060	1381	3743	5949	30378	1205	15332	5632	8276	3218	4884	4480	3512	1086
K02528	26684	3644	7577	3394	14816	2957	13438	1798	24404	2145	25819	2096	21877	5377	10508	3119	8627	4726	11454	5982	15329	5540	18858	3035	6806	5813	29836	1617	15443	5517	8664	3845	8734	4487	21160	2541
K02529	54690	11014	25618	11128	43925	7717	81163	7418	51825	9489	73929	6181	98502	17582	41789	14445	24364	7680	38488	12291	48830	15906	101772	15384	20137	11364	78096	4212	50881	16003	36040	8527	45854	8922	55738	9121
K02530	0	0	12	4	0	2	5	1	1	0	1	0	12	1	2	1	1	8	2	0	0	1	16	1	74	0	0	12	0	0	0	6	8	33	9	0
K02531	0	0	1	1	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	7	0	2	0	0	5	0	0	0	2	5	2	2	0
K02532	2521	1263	116	443	6092	249	5189	291	1030	214	611	583	9	716	320	292	367	223	61	6	1922	375	0	27	11	1070	19697	6	2447	436	820	26	1	1285	18	20
K02533	13493	1593	3675	1087	4693	627	8802	668	6102	744	4294	743	5766	2438	4348	912	2655	1212	2509	661	5978	1021	3779	722	1819	2115	10756	868	1779	1338	3415	2081	4014	2217	2007	380
K02535	19713	2674	5156	1754	11893	1175	12226	1428	20460	1170	9684	1164	10335	3840	6386	2332	4117	2800	4247	908	11337	2963	4543	908	2622	3509	21176	928	5118	3858	5878	2305	5998	4535	2387	523
K02536	35923	4994	5724	4173	19508	4199	15609	1921	27206	2253	30582	3041	11693	6683	11991	2751	12240	6262	14792	7388	19388	7806	5231	1608	4805	8497	45090	1364	19736	6643	10164	3465	6477	4653	3730	1422
K02538	411	421	162	149	2031	83	1730	97	0	72	158	195	99	237	107	220	122	2	20	36	510	71	1854	25	73	357	6575	11	721	146	279	7	146	433	4	9
K02548	6789	1743	3408	1428	6281	1320	4396	439	4274	868	4672	1067	11258	1426	1856	1091	4015	1847	5767	4752	3417	2002	13964	1742	4294	2918	21770	546	5266	1201	2516	1505	2662	748	18814	1701
K02549	761	489	3261	367	2273	159	2195	307	1404	363	277	368	5350	401	1200	1007	704	227	1258	1033	685	149	8129	960	2220	452	7106	319	1140	244	1136	654	2221	554	4229	418
K02550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
K02551	6789	1726	3381	1349	6273	1319	4390	432	4280	866	4668	1066	5463	1412	1857	1080	4000	1812	5562	3932	3417	2002	8210	1035	3246	2914	21777	419	5266	1185	2390	923	2431	742	4547	652
K02552	759	437	3046	245	2046	113	1863	255	1403	349	279	197	4618	264	337	959	172	223	1192	715	685	149	7822	899	1803	374	6600	252	1116	153	962	431	2045	494	3870	384
K02553	18752	1519	5636	1318	7540	885	4154	960	19883	913	9531	581	8105	3105	4809	2505	2528	2780	2704	1130	10760	2845	10345	1157	1969	2857	12100	413	4427	2990	3676	713	3489	3564	4359	567
K02554	4075	440	1816	313	2114	190	1982	114	7082	176	1311	233	5565	455	553	1013	642	591	2330	448	4007	1321	7133	515	1726	625	7700	271	2085	269	389	479	2772	5846	760	251
K02556	21700	2616	10061	1948	9922	1032	13188	2497	20027	1836	6348	1259	16548	4559	11836	4207	5076	2278	6354	1253	15474	3647	12774	1725	4801	3874	24876	1501	4831	2836	9464	3534	10216	6035	3982	718
K02557	30582	4682	10592	3699	17556	2997	21739	3046	19755	2726	20531	2931	21578	6879	15452	4791	10635	3407	13708	4930	19724	6288	15132	2916	6235	6807	42563	1856	15813	5322	13259	4847	12953	6746	5001	1655
K02558	27018	2914	4803	2827	12529	2757	6960	1335	23840	1684	25760	1710	6797	4641	8918	2594	7314	4631	8708	4033	15345	5546	4513	1095	2921	5551	27399	823	15243	4778	6371	2081	3628	3843	2612	938
K02560	756	421	2706	148	2031	85	1730	97	853	72	222	195	119	237	107	889	123	202	380	40	687	147	2150	60	8	357	6566	19	985	146	280	25	321	430	52	27
K02562	617	421	1423	148	2031	84	1730	97	749	72	222	195	109	237	107	548	123	170	207	38	683	146	2000	41	4	357	6566	14	982	146	280	9	233	428	29	22
K02563	26683	3645	7835	3391	14816	2956	13435	1794	24396	2144	25819	2096	25504	5375	10506	3204	8611	4729	11558	6522	15329	5540	19304	3520	6792	5811	29838	1611	15442	5517	8656	3843	8653	4488	26568	2989
K02564	11346	1307	4039	2378	6532	1121	11262	992	3478	1479	13438	885	11204	2678	6321	1948	3705	687	8273	5080	6907	2191	21622	2340	2838	1140	8329	521	8744	2106	5684	1017	2928	991	18654	2054
K02565	753	421	1464	165	2031	85	1730	97	752	72	222	195	121	239	107	644	123	181	215	38	683	146	2001	47	4	357	6566	22	982	146	280	25	233	429	31	24
K02566	759	444	3242	248	2130	108	1789	242	1393	347	297	196	4430	246	303	1706	173	203	1388	746	683	149	15359	1083	1316	358	6577	142	1130	147	899	338	2182	459	3618	450
K02567	886	421	1460	204	2068	104	1910	97	1700	84	1124	195	158	340	439	618	433	403	405	97	840	372	2197	72	83	359	6587	46	1415	184	303	119	246	910	272	113
K02568	886	421	1465	196	2068	104	1910	97	1700	84	1124	195	163	340	439	618	433	403	408	97	840	372	2204	74	83	359	6587	51	1415	184	303	120	256	910	275	113
K02569	886	421	1476	196	2068	104	1910	97	1700	84	1124	195	164	340	439	597	433	403	408	97	839	372	2206	74	84	359	6587	56	1415	184	303	184	263	910	276	91
K02570	550	421	1460	149	2031	99	1872	97	654	72	203	195	152	242	107	616	123	157	225	44	628	123	2197	57	16	359	6581	46	975	146	280	100	240	428	262	22
K02571	1	0	10	0	0	10	142	0	0	0	0	0	38	6	0	25	0	0	22	3	1	0	175	10	13	2	15	27	0	0	0	46	4	1	191	7
K02572	550	421	2485	149	2031	90	1872	98	656	72	203	195	139	242	107	591	123	157	256	43	627	123	2355	55	6	359	6577	28	975	146	283	57	261	429	83	18
K02573	550	421	1288	159	2032	84	1734	97	103	72	161	201	20	246	107	345	134	23	176	4	515	71	187	22	9	362	6577	18	725	147	282	130	89	428	100	7
K02574	550	421	1288	159	2032	84	1734	97	103	72	161	201	20	246	107	345	134	23	176	4	515	71	187	22	9	362	6577	18	725	147	282	124	89	428	100	7
K02575	35998	4014	4957	3692	19940	1605	12800	3427	26902	3639	12182	1796	21422	5797	14250	2388	7137	3504	5595	1935	17965	3765	10659	2269	5455	7542	34736	1076	5928	4643	13547	2395	10204	5167	9331	1198
K02584	0	105	116	161	774	48	5155	149	29	13	2	262	134	381	1026	31	748	4	492	75	0	2	230	78	105	171	1713	150	28	288	779	474	46	274	233	32
K02585	0	94	85	150	768	48	5079	110	24	13	0	259	53	323	997	15	745	4	455	72	0	1	104	62	161	137	1703	58	28	261	550	113	15	273	159	31
K02586	0	94	79	146	768	48	5079	110	24	13	0	259	50	323	997	15	745	4	454	72	0	1	104	62	180	137	1703	56	28	261	759	113	15	273	166	31
K02587	0	94	99	146	768	48	5079	110	24	13	0	259	53	323	997	14	745	4	450	72	0	1	113	62	194	137	1703	62	28	261	551	157	14	273	164	31
K02588	0	94	94	171	768	48	5079	110	24	13	0	259	51	325	997	17	745	4	463	72	0	1	105	62	277	137	1703	69	28	261	761	139	15	273	176	31
K02589	0	0	8	2	0	0	0	0	0	0	0	0	3	1	0	1	0	1	2	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0
K02590	0	0	8	2	0	0	0	0	0	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0
K02591	0	94	81	141	768	48	5079	110	24	13	0	259	55	321	997	16	745	4	462	72	0	1	127	63	180	137	1703	68	28	261	759	135	15	273	182	31
K02592	0	94	74	137	768	48	5079	110	24	13	0	259	51	321	997	11	745	4	449	72	0	1	112	61	109	137	1703	52	28	261	550	144	14	273	159	31
K02593	0	94	67	136	768	48	5079	110	24	13	0	259	45	320	997	10	745	4	444	72	0	1	103	61	113	137	1703	40	28	261	496	76	14	273	146	31
K02594	0	60	30	133	233	48	401	75	0	11	0	172	33	198	935	8	663	2	28	1	0	0	83	3	149	110	528	52	24	111	404	161	23	53	120	2
K02595	0	60	14	133	233	48	401	82	0	11	0	172	33	198	935	7	663	2	30	0	0	2	101	4	159	110	528	43	24	111	419	148	6	53	119	2
K02596	0	60	17	133	233	48	401	78	0	11	0	172	32	198	935	9	663	2	27	0	0	1	98	3	187	110	528	50	24	111	515	145	4	53	121	2
K02597	0	60	30	133	233	48	401	78	0	11	0	172	52	198	935	8	663	2	36	0	0	1	126	6	166	110	528	75	24	111	411	235	17	53	222	2
K02598	553	701	1736	231	3147	168	1767	351	981	371	203	196	1132	247	452	664	186	157	606	39	627	123	2121	169	101	358	6593	104	977	146	1426	84	1013	454	139	66
K02600	26820	3643	7521	3394	14816	2957	13435	1796	24396	2145	25819	2096	21856	5377	10506	3211	8627	4728	11443	5891	15329	5540	18793	3042	6688	5811	29829	1612	15443	5517	8666	3858	8627	4487	21112	2540
K02601	26820	3643	7629	3390	14816	2962	13441	1798	24404	2145	25815	2096	21879	5383	10506	3214	8627	4728	11461	5906	15329	5540	18876	3045	6819	5810	29833	1623	15441	5517	8664	3860	8745	4488	21156	2542
K02609	5151	1805	2103	899	7253	1645	3952	919	9262	701	9326	1110	4289	1338	3765	1253	4292	2640	5603	3678	3509	2125	7806	859	1962	3272	24523	293	6061	1470	3346	839	1360	2434	4358	543
K02610	5151	1797	2070	895	7247	1644	3877	896	9257	701	9324	1109	4184	1320	3736	1242	4289	2640	5580	3676	3509	2125	7714	857	1889	3258	24521	263	6061	1464	3225	803	1278	2432	4331	543
K02611	5151	1797	2085	895	7247	1644	3877	896	9257	701	9324	1109	4262	1320	3736	1244	4289	2640	5654	3676	3509	2125	7765	859	1927	3258	24521	279	6061	1464	3225	812	1329	2432	4342	543
K02612	5151	1797	2070	895	7247	1644	3877	896	9257	701	9324	1109	4184	1320	3736	1242	4289	2640	5582	3677	3509	2125	7725	857	1889	3258	24521	263	6061	1464	3225	804	1285	2432	4331	543
K02613	15606	3551	2303	2437	13881	3632	8893	1913	13021	1950	25988	2371	6774	3355	10196	1460	10327	4531	11514	7247	8871	5189	8446	1690	3245	6445	42467	438	17222	3518	8136	1251	1637	2767	7781	1403
K02614	7467	2077	2123	1328	8842	1639	4973	1509	8270	1003	5264	1267	6393	2143	5624	1307	5241	2025	5566	3503	6999	2803	7421	795	2462	3976	28268	252	5691	1717	5255	633	3178	3979	1784	385
K02615	1505	422	812	216	2031	210	1730	97	5600	72	5027	195	493	251	108	650	122	901	633	7	1838	613	30	33	43	393	6575	40	1991	146	275	58	73	545	92	18
K02616	4016	774	2860	588	6994	435	3035	863	9392	488	5405	340	2153	680	3157	1560	1559	1303	1869	579	2362	843	14007	632	1050	1006	9466	178	2475	760	2766	368	1528	2293	954	171
K02617	5149	776	1117	717	3651	1437	3053	851	9147	522	5311	649	971	1298	3215	818	4270	2586	4710	2825	2106	716	315	97	968	3056	24463	100	2082	1255	2756	339	311	2222	744	130
K02618	5151	1797	1834	895	7228	1625	3877	896	9257	701	9324	1109	5656	1320	3736	1215	4289	2635	5369	3851	3509	2125	7464	1040	1636	3258	24517	153	6061	1464	3225	597	1090	2432	6843	751
K02619	9507	2605	5206	1726	12775	1819	10809	1111	16879	967	10069	1478	8480	3112	4150	2590	5761	3212	7232	3790	8333	3578	10392	1058	3709	4072	27332	495	7600	3702	4524	1338	4785	2858	2124	580
K02621	26814	3623	5611	3242	14803	2930	13250	1627	23692	1860	25758	2093	11557	5322	10274	2715	8559	4696	10567	4265	15329	5537	5540	1546	3803	5786	29801	1196	15303	5496	7972	2791	6449	4453	3431	1140
K02622	26814	3623	5630	3242	14803	2930	13250	1627	23692	1860	25758	2093	11597	5322	10274	2715	8559	4696	10522	4267	15329	5537	5571	1545	3810	5786	29801	1214	15303	5496	7972	2902	6453	4453	3454	1140
K02623	625	610	497	221	3279	228	5936	806	613	387	681	238	5920	1111	2128	67	1074	77	1466	246	1589	212	613	413	962	728	4153	91	247	803	2812	139	3198	1946	296	219
K02624	32041	1876	4209	1878	7643	1375	7816	1105	29216	1304	16143	654	14175	3613	5889	2065	3786	4295	4999	1934	14074	3792	8538	1994	2634	3828	8889	781	5903	3609	4671	1470	4860	5079	11268	1359
K02625	5044	41	1232	439	3348	250	176	151	8054	132	5819	7	472	587	1160	570	485	1004	599	27	3433	969	25	65	35	310	76	30	1794	88	508	68	251	1793	366	46
K02626	0	1	19	90	3	2	0	1	4	0	0	0	1883	21	0	10	0	0	28	197	0	0	234	247	71	0	0	32	0	1	2	27	14	4	2722	220
K02634	0	0	73	0	0	1	25	0	0	0	0	1	43	2	0	4	3	0	78	3	0	0	129	3	383	0	0	54	0	0	0	117	79	0	36	0
K02635	0	0	73	0	0	1	25	0	0	0	0	1	43	2	0	4	3	0	78	3	0	0	133	3	528	0	0	62	0	0	0	125	79	0	36	0
K02636	0	97	101	151	132	24	877	92	20	215	2	10	140	115	455	13	520	22	96	17	0	2	182	59	886	44	2	102	22	92	578	256	119	29	170	5
K02637	0	0	73	0	0	1	25	0	0	0	0	1	43	2	0	4	3	0	78	3	0	0	129	3	383	0	0	54	0	0	0	117	79	0	36	0
K02638	0	0	73	0	0	1	25	0	0	0	0	1	102	2	0	4	3	0	88	3	0	0	127	4	363	0	0	63	0	0	0	145	118	0	42	0
K02639	0	0	297	0	0	3	100	0	0	0	0	2	170	7	0	14	12	0	310	11	0	0	527	12	1602	0	0	219	0	0	0	469	316	0	144	0
K02640	0	0	73	0	0	1	25	0	0	0	0	1	43	2	0	4	3	0	78	3	0	0	129	3	374	0	0	54	0	0	0	116	79	0	36	0
K02641	0	0	73	0	0	1	25	0	0	0	0	1	43	2	0	4	3	0	78	3	0	0	130	3	404	0	0	55	0	0	0	121	79	0	36	0
K02642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	171	0	0	3	0	0	0	3	0	0	0	0
K02643	0	0	24	0	0	1	25	0	0	0	0	1	38	2	0	4	3	0	37	1	0	0	125	2	350	0	0	45	0	0	0	96	75	0	14	0
K02647	4484	703	2601	495	3619	222	2816	850	6323	504	1340	353	4693	1219	3160	1409	1153	547	1084	73	5735	1435	2550	316	1042	1105	10327	94	2070	809	2701	141	2414	2115	430	108
K02650	21940	1171	5376	1411	8925	1086	2752	912	27772	884	13535	403	6330	2200	4826	2575	3051	3546	3841	1035	10178	3285	3136	562	2067	2587	5740	711	4534	2815	3634	1872	3386	3286	2212	387
K02651	5784	2156	3838	1144	9037	755	15594	2734	9864	1534	4489	819	7911	2421	11205	1448	5765	1140	5027	865	6219	2222	15619	1560	2517	2039	12951	947	2750	1978	10033	1822	5717	4056	2000	660
K02652	17722	871	4626	1257	4194	730	1710	339	14930	593	9181	296	3351	2583	3060	1798	1889	2289	2472	664	7563	1822	2623	597	2079	2087	2024	1138	2713	2436	2002	3182	1819	1477	2531	329
K02653	19269	1153	5378	1470	5787	866	2794	1092	20633	1026	9586	454	6897	3003	6110	2301	2926	2634	3103	689	10890	2826	2907	740	2717	2665	5771	1129	3442	3023	4419	2959	3683	3149	2831	378
K02654	18782	1318	6837	1345	5757	892	3514	1049	20860	1125	9423	397	16956	2832	5004	3251	3018	2779	4684	2462	10256	2794	23837	2410	5061	2535	5661	1186	3770	3216	4184	2792	6309	3148	19890	1786
K02655	23508	1521	6769	1775	9471	1475	3438	926	40383	936	24967	529	6528	3784	5391	3690	3916	5723	4753	778	14855	4836	2889	763	1969	3165	6066	740	8025	4832	3880	1802	3457	4071	2682	490
K02656	18767	1105	3984	1171	5544	650	2418	867	20133	838	9334	391	5694	2460	4761	2272	2616	2720	2530	648	10256	2785	3745	504	1478	2500	5625	527	3597	2794	3433	1246	3112	3123	1731	305
K02657	18629	1381	2395	1266	7126	731	3507	1489	19405	1092	9289	522	5527	2653	6657	1674	3558	2553	2346	594	10140	2736	1817	453	2357	2997	8385	558	3337	2956	5457	1183	2888	3136	1581	287
K02658	19213	1384	2481	1275	7133	738	3485	1480	19900	1099	9323	522	6091	2652	6651	1985	3562	2581	3311	787	10206	2773	1933	531	2421	3005	8390	556	3365	2956	5398	1211	3145	3139	1683	349
K02659	18629	1101	2273	1169	5540	646	2404	862	19405	826	9289	391	5463	2460	4756	1669	2603	2553	2317	592	10140	2732	1663	450	2095	2499	5622	454	3337	2791	3402	1031	2745	3112	1574	287
K02660	18629	1101	2343	1169	5540	646	2404	862	19405	826	9289	391	5511	2460	4756	1669	2603	2553	2318	592	10140	2732	1700	453	2169	2499	5622	523	3337	2791	3402	1093	2752	3112	1577	287
K02661	0	0	12	0	2	0	0	0	0	0	0	0	65	0	0	8	0	0	90	2	0	0	19	57	14	0	0	6	0	0	0	44	12	1	1	5
K02662	18305	1113	4380	1074	5550	630	2551	767	19323	708	9010	392	6310	2694	3632	2006	2544	2567	2646	624	9888	2665	2515	542	2281	2526	5628	776	3278	2826	3159	1873	3299	3114	1970	297
K02663	18632	1107	4140	1171	5544	648	2479	868	19582	838	9289	392	5828	2683	4761	1977	2618	2575	2631	635	10144	2733	2193	497	2048	2518	5633	667	3347	2831	3424	1554	3198	3121	1887	296
K02664	18628	1107	4082	1171	5544	622	2479	884	19582	838	9289	392	5982	2683	4761	1955	2618	2575	2626	633	10144	2733	2219	515	2069	2518	5633	658	3347	2831	3482	1555	3206	1485	1872	296
K02665	16410	1105	3494	1006	5526	483	2360	699	10728	654	6692	358	1950	2354	2415	1424	1982	1520	1958	610	5525	1398	1593	329	833	2290	4632	517	2525	2665	2614	1327	1264	1318	1620	225
K02666	18305	1145	4203	1200	5800	823	2722	812	19153	756	9010	452	5837	2957	3788	1962	2751	2593	2784	651	10355	2665	2106	630	1948	2650	5771	636	3292	2998	3508	1590	3063	3121	1913	370
K02667	17982	1114	1998	1156	5547	613	2493	898	14977	799	9181	366	2006	2497	4787	1193	2618	2302	1754	578	7104	1825	1461	320	756	2452	4646	561	2780	2810	3592	1512	938	1478	1542	245
K02668	17343	825	1667	954	3954	509	1335	110	14509	404	8898	234	1858	2281	1711	1176	1585	2292	1720	577	6835	1751	1254	312	601	1935	1878	507	2621	2629	993	1346	829	1443	1511	244
K02669	19885	1545	5510	1498	7586	772	4408	1046	20446	946	10190	589	11317	3573	4929	2516	2750	2734	3595	715	12398	3084	5452	817	4268	3087	12213	1276	4562	3075	4074	3247	5940	1924	2841	389
K02670	32986	2074	5100	2263	8154	935	2967	392	23504	1214	12561	618	3294	4453	4648	2267	3330	3677	3188	1138	11085	2857	3201	626	1112	4791	5390	838	3805	4975	2781	2145	1668	3013	3004	456
K02671	19429	1117	4849	1255	5614	812	2543	871	25087	849	14136	397	6003	2677	4885	2209	2982	3446	3119	666	11394	3253	2348	536	1844	2551	5821	603	4610	2822	3437	1451	3298	3246	2110	315
