function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m
K03406	65338.86	442	77347.14	987	36009.6	209	55643.5	436	49354.9	345	154462.1	283	82682.75	389	26487.1	836	38450.67	337	18760.82	1127	45697.17	726	142304.66	671	38240.66	343	38392.7	520	50563.84	423	40833.14	776
K03407	11228.27	82	15282.03	177	8581.86	35	8725.9	62	8159.38	56	18674.46	59	18745.62	64	5300.94	143	6895.12	77	5325.31	158	7490.6	213	19720.13	175	5774.43	56	6354.67	79	8244.42	93	6276.93	116
K03408	19686.11	153	31384.49	284	10830.01	65	17036.56	119	14487.26	102	44900.42	97	22154.48	105	9174.39	267	8558.69	121	7710.29	278	14225.53	241	35454.97	287	9279.56	92	9785.34	134	13479.17	145	12146.28	241
K03409	2560.55	19	5825.45	12	1477.2	5	959.62	4	351.62	10	343.88	5	1424.45	16	808.08	3	774.58	10	333.62	4	947.75	11	3075.17	17	315.05	3	529.5	5	455.25	5	760.33	4
K03410	1371.12	12	37.88	5	739.65	5	1339.88	10	736.12	3	376	1	1293.47	4	59	3	624.5	8	1138.95	1	1148.25	18	1312.88	7	228.75	5	25.5	5	102.5	1	1028.75	4
K03411	5265.79	30	11474.71	114	3330.56	19	3548.38	40	5196.36	46	14441.5	27	7918.16	49	3661.08	88	1895.41	46	2615.86	88	3387.25	88	6728.43	89	1776.55	28	2956.5	42	4473.25	35	4061.33	79
K03412	21558.49	164	20403.61	305	8716.43	181	14949.18	155	19238.4	370	41739.54	124	21076.35	287	23591.81	288	8164.76	124	8306.27	337	13592.62	234	33632.31	334	19291.18	133	15298.34	209	17787.92	159	18252.68	259
K03413	19649.2	127	28118.1	241	8759.73	56	13630.14	104	12990.1	93	31368.84	90	19376.6	106	8057.43	183	8324.52	113	6396.36	242	12779.43	319	29247.56	286	7784.12	79	8140.67	129	10535.42	139	11295.76	168
K03414	5748.27	40	3467.53	119	3753.3	21	4783.4	44	5097.64	45	16497.46	26	9150.52	50	3264.02	93	3586.9	28	1849.24	122	3796.93	67	13865.75	42	4683.3	36	5153.67	52	5823.42	43	3978.68	86
K03415	8444.18	71	5337.72	210	8931.99	26	10608.82	72	6926.06	30	11789.26	43	21303.66	35	1852.85	182	4449.04	55	3578.11	192	7034.05	59	27935.48	67	8400.51	68	7564.51	79	12090.5	63	4904.05	100
K03416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	1	0	0	0	0	0	0	0	0	0	0
K03417	5744.43	78	3774.33	156	4434.47	62	5263.65	55	7087.89	183	8779.46	30	10910.34	132	20179.37	89	8755.83	64	2130.38	84	3675.72	50	13782.53	96	4963.25	59	7261.84	88	6574.92	52	5015.64	58
K03418	0	0	0	0	11	1	0	0	21	0	0	0	33.5	0	44	0	42	1	49	0	3	5	0	0	0	0	0	0	0	1	0	1
K03420	0	0	0	0	1	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
K03421	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
K03422	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
K03424	36007.94	313	23277.63	565	15293.49	353	18395.73	204	35033.52	530	63417.52	228	35487.33	443	63648.76	375	25990.65	220	11238.4	735	16294.87	278	57646.04	750	25786.98	225	38751.86	338	33558.4	327	25936.01	430
K03425	2139.83	21	1787.5	1	212.38	5	483.5	4	737	2	1000.88	10	1940.83	3	177.67	6	2314.67	2	1.25	19	280.5	1	2661.83	12	1433.5	6	47.67	3	110.17	17	170.17	11
K03426	9294.26	129	10156.96	173	5738.02	45	6593.57	50	7310.89	65	7814.46	41	14179.75	60	6432.37	74	12215.84	80	3409.04	101	4994.51	89	16762.08	154	5317.37	55	8188.68	91	6612.43	78	3944	55
K03427	48569.57	405	19768.1	411	6644.52	175	9627.68	157	26276.06	569	27658.48	233	17702.52	518	35628.04	246	17276.93	156	6215.7	440	11084.22	178	49600.2	418	14115.56	157	21574.85	325	18406.72	178	17011.88	175
K03428	297	3	426	0	477.5	12	371	1	736	0	0	9	91	1	28.33	0	293.5	5	459.25	6	403	19	377	52	208	4	0	6	0	15	28	0
K03429	9.12	1	34.55	5	189.26	2	693.28	7	614.32	3	326	1	488.06	4	364.17	3	293.77	7	236.14	1	447.5	10	3.88	1	69.25	1	25.5	2	72.5	1	713.08	2
K03430	1421.6	16	1123.53	56	2220.98	7	3187.8	16	1780.66	2	2872.96	8	5125.95	4	237.53	33	739.84	9	972.44	29	2078.43	19	7493.87	10	2212	17	2505.34	19	3454.21	15	1212.6	19
K03431	11357.27	100	10814.82	222	6913.58	57	7347.32	71	8799.9	106	19780.84	49	14981.24	106	13262.03	111	18426.09	127	5614.05	158	6206.97	162	21207.64	169	6275.59	68	10048.18	106	8738.22	89	6251.77	105
K03432	36	1	37	4	946.5	2	636	14	364	1	4	1	2143.33	1	2168	0	7176.17	38	791.17	1	497	14	12	1	257	14	3	9	17	1	286	1
K03433	36	1	37	4	946.5	2	636	14	364	1	4	1	2143.33	1	2170	0	7179.17	38	800.17	1	497	14	12	1	257	14	3	9	17	1	286	1
K03435	5709.6	57	4979.2	61	2550.16	18	4199.07	26	2686.4	12	4497.34	28	6107.78	16	1206.45	60	2599.57	19	1014.75	76	2632.27	14	12863.2	33	5061	29	3136.84	28	3617.59	47	1634.27	38
K03436	445	2	820.83	8	1387.16	2	367.6	11	789.29	1	51.25	1	2591.24	1	2271.5	1	6927.93	25	1215.15	2	448.75	11	69.67	16	2700	3	3.67	2	13.54	2	295.8	2
K03437	20193	151	11780.79	210	4494.19	193	5200.42	100	17429.4	292	28437	121	8584.16	249	44425.92	126	16455.52	148	6272.88	353	6595.87	147	18994.27	401	10318.92	103	17264.51	172	13481.3	139	13897.34	194
K03438	18216.1	149	13440.66	245	7593.57	148	8985.32	108	17007.8	259	26683.84	105	15596.25	215	29513.7	154	18863.6	152	6797.55	291	8665.47	194	25637.47	336	11745.92	107	15159.18	169	12946.22	145	11952.44	167
K03439	19609.7	165	14518.86	242	7661.3	153	12037.72	121	17478.2	259	26819.84	112	15783.58	215	29290.9	154	18581.5	151	6454.55	316	10637.57	174	26417.67	344	13858.92	110	15159.18	183	12944.22	159	13108.04	172
K03442	13738.24	106	12076.64	101	5382.58	113	7231.76	91	12622.32	187	12621.05	75	11542.6	146	36550.36	132	11159.93	99	4546.57	211	6730.93	101	18874.57	230	12879.14	84	8808.01	105	8234.88	87	8708.8	117
K03444	2	1	8	1	0	1	2	0	1474.5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	1	0	1	0	1
K03445	7153.6	56	7921.7	4	436.53	16	4535.9	33	3753.4	9	1974.13	29	882.2	13	1550.2	23	509.9	21	121.83	111	3361.1	5	21280.2	43	4051.5	31	71.5	33	163	38	2028.1	13
K03446	23323.55	240	26049.73	337	7996.3	169	16473.05	145	18786.19	276	34470.16	137	23119.12	243	25932.26	206	11718.72	127	6224.24	357	13921.59	151	51270.59	381	17825.63	143	20484.69	223	18926.26	204	16171.15	222
K03449	8374.97	81	5574.1	207	7335.01	90	12627.87	97	7308.28	33	12102.55	51	20272.97	40	29102.85	137	28432.32	165	5334.9	231	8516.63	32	21886.45	187	10929.3	93	10218.01	88	12072.71	94	8265.31	120
K03451	155.38	1	58.62	66	1082.58	9	50.02	1	359.32	50	959.38	1	2660.74	38	245.24	15	679.35	5	633.22	4	32.5	15	8347.5	1	37.88	8	4033.5	4	1941.67	2	8.33	10
K03453	9205.1	61	4083.26	221	4178.8	57	3696.42	49	9361.55	112	10513.84	26	11678.79	95	3074.61	79	9677.49	49	2799.69	152	2964.38	54	16645.66	214	6075.86	40	11569.84	62	8353.67	65	3181.93	60
K03455	24696.27	184	15883.71	289	9202.93	160	13819.55	138	20811.13	256	30034.59	127	20676.35	216	22890.99	190	12982.66	111	5660.92	382	12566.74	213	31194.29	360	14365.75	115	15487.68	205	14736.18	178	15541.11	192
K03457	8009.36	101	5157.09	411	8104.07	50	13306.15	88	8535.86	139	26164.15	42	25572.78	131	5911.46	244	18965.39	92	5438.59	203	8864.48	44	50811.52	54	10108.59	101	17675.53	122	19230.13	65	6659.98	176
K03458	3764.06	21	1814.24	123	2196.65	27	4258.28	41	4519.02	46	15142.33	17	4823.87	54	5046.69	73	7263.82	46	1507.04	95	3337.85	21	12326.42	26	3348.09	33	4393.17	52	5666.5	28	4129.01	71
K03462	2860	66	2772.5	81	888.95	50	1072.5	19	5052	173	5724.88	23	3356.58	117	1467.67	50	427.83	9	164.25	37	1141.5	19	5127	26	2871.5	28	3555	58	2507	33	2691.5	50
K03464	5441.89	55	2468.79	201	2287.43	31	4293.53	39	5187.77	87	7837.46	20	7293.37	80	2667.78	67	6824.65	21	707.42	116	3387.8	13	7060.87	81	3431.54	22	9080.67	62	8019.5	43	3995.8	41
K03465	391	3	427.75	1	913.06	3	373	1	923.5	0	2	10	274.42	1	582.33	0	445.26	3	942.05	6	358	33	581	53	288.5	3	0	3	0	15	15.67	1
K03466	19841.1	165	18334.41	258	10043.71	156	11216.39	139	17877	260	26837.84	110	22883.73	217	44577.87	154	33476.38	300	9740.38	293	10537.72	222	27373.07	346	12390.92	136	15173.85	189	12997.89	149	12983.51	173
K03468	2104	21	1729.5	7	220.38	5	483.5	4	738	3	749.88	10	2076.83	6	177.33	7	1850	2	1.25	18	279.5	1	2606	11	1433.5	6	932.5	5	216.67	16	166.5	10
K03469	21979.56	147	14911.32	178	7044.02	142	10916.85	133	18978.17	222	25786.34	119	13850.05	201	30683.86	149	18704.92	165	7001.51	344	10333.77	191	30663.67	304	13655.72	117	11430.51	171	11057.55	148	13437.56	167
K03470	18214.1	149	13434.66	244	7498.25	148	8975.32	108	16959.8	259	26819.84	105	16073.58	215	30430.7	154	18987.92	165	6727.88	291	8663.97	190	25637.47	336	11745.92	107	15159.18	169	12944.22	145	11950.44	171
K03471	0	0	20	1	322.27	1	1	1	241.51	1	0	0	468.33	0	60	1	268.76	3	211.26	1	9.75	11	0.67	1	12.5	1	3.67	1	3.96	1	2.73	2
K03472	3541.81	37	2850.32	61	2654.28	11	3586.52	19	1807.52	11	4071.46	18	6103.95	13	520.7	55	3216.99	16	1122.87	56	2268.35	7	10103.53	28	3556.88	22	3421.84	23	3613.09	31	1351.77	35
K03473	5385.81	73	3538.2	141	3414.4	28	3650.77	22	4995.02	61	6545.84	22	7741.7	52	466.7	70	1452.99	17	1249.62	78	2354.47	11	12670.15	83	4000	29	7370.84	45	5890.09	47	1706.89	48
K03474	18201.27	149	13447.41	249	5630.4	147	8317.32	95	16383.14	267	27149.84	105	13260	229	21543.86	156	5510.91	77	4166.99	291	8180.72	171	26484.47	336	11726.59	95	15680.51	163	13271.26	145	11943.37	172
K03475	2104	21	1751.49	10	1764.04	5	497.5	4	863.07	3	1159.14	10	3740.23	7	4605.33	8	7907.49	36	1164.71	18	286.25	4	2608.01	12	1457	7	1024.01	5	499.09	16	174.5	12
K03476	2104	21	1730.83	1	20.38	5	483.5	4	745.81	2	613.88	10	382.16	3	8	6	1.33	1	2	18	327	1	2606.67	11	1438.5	6	42.17	3	87.96	16	156.5	5
K03477	3656.12	37	6575.38	7	169.08	10	2134.38	15	1436.62	5	950.88	15	454.83	8	459	9	161	12	127.12	20	1626.92	8	4300.48	22	1806.25	9	66	9	190.5	20	1343.65	7
K03478	3053.17	24	3424.66	21	1484.46	10	1839.5	41	2665.45	12	2806.96	11	766.9	21	1554.24	11	594.66	20	481.67	21	1770.5	18	10324.34	43	7308.17	34	1510.84	20	596.92	19	1309.83	9
K03480	0	0	0	0	207.87	1	0.4	1	15.2	0	0	0	393.33	0	10	0	64.93	2	126.6	1	0.75	3	0	0	0.5	1	0	1	2	1	0.33	1
K03481	0	0	6	0	2.17	1	0	1	2.14	0	0	0	0	0	0	0	5	1	4	1	1.5	1	0	0	1	1	4	1	4.29	1	0.33	1
K03482	2104	21	1729.5	2	1083.76	5	483.5	4	737	2	953.26	10	841.24	4	8	7	150	1	0	18	272.5	1	2606	11	1433.5	6	81	3	172	16	156.5	10
K03483	0	0	4.33	1	159.04	1	0.4	1	16.15	1	0	0	29.99	0	5	1	38.76	2	134.93	1	4.25	2	0.67	1	11.5	1	3.67	1	2.25	1	2.33	1
K03484	0	0	1.33	2	1571.7	1	7.6	1	40.31	1	205.88	0	3768.2	1	184	1	2064.33	3	70.83	1	11.25	2	0.67	1	13.5	1	43.67	1	186.21	1	12.73	2
K03485	2104	21	1729.5	8	1304.13	5	483.5	4	738	3	752.38	10	2105.58	6	20.33	7	150	2	2.5	18	274.5	1	2606	11	1433.5	6	934	5	310.92	16	156.5	10
K03486	1399.6	16	1082.53	46	679.59	5	3078.4	16	746.41	2	2231.25	8	2991.57	3	116.45	32	436.16	8	961.76	29	1979.85	3	785.87	10	2129.5	10	779.67	19	1829.96	15	1182.33	18
K03487	2104	21	1729.5	1	369.38	5	483.5	4	749	2	749.88	10	3031.12	3	344	6	3700	3	5.25	18	283.5	1	2606	11	1433.5	6	40.5	3	86	16	176.5	10
K03488	0	0	15.65	2	471.44	1	28.6	1	63.83	1	475.38	0	1392.26	1	30	1	173.81	2	339.88	0	8.5	5	3.35	1	36	1	54.85	1	108.38	1	4.73	12
K03489	0	0	0	0	243.51	0	7	1	0	0	0	0	26.66	0	5	0	51.66	1	87	0	0	3	0	0	1	1	0	1	2	0	0	0
K03490	2104	21	1729.5	7	1049.38	5	483.5	4	764	3	613.88	10	521.33	6	9.33	7	150	1	0	18	272.5	1	2606	11	1433.5	6	932.5	5	216.67	16	156.5	5
K03491	0	0	40.99	1	71.85	1	10	1	42.19	1	0	0	22.99	0	446.5	0	40.59	1	96.35	1	4	1	6.01	1	19	1	11.01	1	14.04	1	4.4	1
K03492	0	0	4.33	1	35.38	1	7	1	10.81	1	203.38	0	373.78	1	5	1	29.83	1	97.33	0	3	1	0.67	1	12	1	44.17	1	91.96	1	2	1
K03495	18176.1	149	13391.91	238	6221.26	147	8325.32	94	16672.8	258	26677.84	105	13304.25	215	21379.7	154	5783	78	4383.08	291	8164.97	176	25621.47	336	11485.42	94	15158.18	161	12919.22	144	11652.77	166
K03496	53761.37	453	51346.87	687	22113.52	293	27726.8	259	39657.04	578	60563.59	285	44547	508	50297.94	438	39587.49	358	17727.21	658	25179.96	521	75700.55	964	26417.71	246	36960.37	394	31140.65	389	26812.98	368
K03497	29267.39	267	40596.25	435	11679.64	206	15670.52	139	27022.86	393	32590.74	186	24847.79	322	38718.78	224	24241.79	224	9938.29	384	14663.11	336	41012.22	664	16297.09	144	23748.85	235	19212.81	274	16696.19	214
K03498	12911.74	127	13512.6	197	7587.2	53	6337.68	50	12032.06	96	20797.6	72	13363.11	90	3588.12	117	4945.58	37	2827.62	196	4985.3	112	23350.09	242	8437.43	62	9137.18	87	8207.51	125	4014.02	109
K03499	9082.36	91	10554.65	215	9149.32	77	7514.66	106	15441.84	213	19798.72	52	18959.91	162	13383.45	123	26361.35	167	6295.59	160	6280.8	140	18551.59	189	9171.55	103	9215.68	136	8482.26	84	7030.42	113
K03500	24023.89	175	20393.87	304	9429.49	175	11673.87	141	19637.02	293	39132.1	133	18928.54	253	28201.03	192	14511.84	148	6547.34	369	11651.22	275	33229.62	421	13475.34	129	16927.35	218	15230.64	186	15853.59	221
K03501	18216.1	149	13439.99	245	6944.25	148	8985.32	108	16906.8	259	26683.84	105	15547.24	215	29438.2	154	18802.26	152	6771.55	291	8656.97	182	25637.47	336	11745.92	107	15159.18	169	12944.22	145	11950.44	166
K03502	10086.38	49	5809.78	261	6609.86	107	1565.02	31	10302.14	202	20774.06	54	18293.96	162	3556.75	146	11476.28	71	3489.57	273	1383.83	44	22058.34	304	5459.38	57	20383.68	43	14044.17	104	4109.23	149
K03503	15676.98	139	10346.2	302	5626.97	77	5635.27	49	11283.27	256	16000.41	64	19519.45	211	3282.7	155	12501.65	56	1673.12	229	3997.3	49	30222.32	193	9447	59	16504	77	10835.25	124	3661.22	122
K03516	2106	21	1735.5	6	546	5	506.5	4	742	3	546.5	10	2093.71	6	309.33	7	2106	3	266.25	18	289.5	3	2608	11	1440.5	6	892	5	130.67	16	168.5	10
K03517	17756.6	143	12777.83	238	6713.67	134	8289.05	101	15209.99	258	26227.84	93	14304.92	213	23152.03	148	12651.43	107	5187.4	278	7921.72	170	25114.8	283	10678.92	100	14735.84	160	12639.59	125	11397.04	168
K03518	5117.51	31	10690.49	35	1517.5	20	1690	24	4008.5	29	1617	32	3025.37	49	4373.65	8	8605.83	39	2062.17	72	1913.5	87	9461.01	92	1662.01	22	1619	41	1153	38	2343.99	9
K03519	4500.51	29	10538.49	35	1335	20	1581	22	3780	28	1584	26	2537.83	49	4312.65	8	8282.66	38	1863.92	68	1674	74	8456.01	86	1656.01	20	1619	31	1151	27	1812.99	9
K03520	4939.67	37	15501.83	14	1404	31	2107	21	4133.5	10	914	39	2689	21	3910.32	4	8349.16	37	2028.67	74	2074.33	113	7446.17	147	1482.17	21	559	31	435	45	1371.83	5
K03521	20403.37	174	19874.07	382	9206.06	168	13042.97	127	19356.73	299	42280.03	129	20776.37	251	26971.4	265	18384.49	153	6926.71	353	11719.43	190	35287.49	411	14638.21	130	18898.19	200	19699.88	188	14630.56	253
K03522	20445.87	174	20161.57	382	8702.06	168	13060.97	128	19468.73	299	42281.03	129	20856.87	251	27907.4	265	18490.99	165	6893.71	353	11736.43	192	35343.99	412	14742.21	131	18899.69	200	19699.88	189	14708.56	252
K03523	4338.67	39	10394.91	20	2229.81	17	3082.74	27	2287.71	10	394	25	3804.74	18	10664.17	3	14092.78	96	3619.41	17	2892.58	56	6263.64	81	1249.17	27	540.01	33	405.3	35	2209.77	7
K03524	18214.1	149	13434.66	244	7506.58	148	8975.32	108	17045.8	259	26819.84	105	16100.08	215	30438.2	154	18973.43	165	6752.88	291	8663.97	194	25637.47	336	11745.92	107	15159.18	169	12944.22	145	11950.44	171
K03525	14688.1	107	7445.08	225	4242.86	107	6825.15	82	13545.79	137	24649.83	83	10510.51	133	23733.87	129	9356.24	94	5460.71	267	7017.72	175	20361.2	319	12005.42	70	14127.84	118	12288.67	121	8999.47	152
K03526	12178.1	108	11648.58	216	7369.64	89	8325.32	93	13656.79	215	20789.84	62	15590.25	168	9737.2	126	13037.91	115	4817.79	165	7560.22	177	21465.8	198	9167.42	83	9616.51	137	8675.26	104	8478.71	112
K03527	12180.1	108	11654.58	216	7759.81	89	8325.32	93	13996.79	215	20653.84	62	15141.08	168	10063.2	126	13145.33	115	4915.2	165	7569.22	183	21465.8	198	9167.42	83	9616.51	137	8675.26	104	8478.71	108
K03528	5398.31	73	3539.7	146	3687.9	28	3679.77	22	3435.27	61	7129.84	22	10430.2	53	1603.7	70	3501.49	21	1382.95	78	2371.47	16	12712.65	84	4007.5	29	7746.84	46	6157.09	47	1754.89	51
K03529	9669.1	86	9185.49	209	6592.36	84	7602.82	78	10836.9	213	20089.96	52	13483.58	162	11808.87	120	11450.93	135	4735.97	146	6952.47	176	18790.97	171	5065.42	76	8685.68	132	8456.55	88	8025.94	103
K03530	26023.03	208	20810.82	323	9470.77	214	10901.56	128	29438.83	324	36577.72	155	20546.13	278	45630.87	260	20187.33	192	9534.24	450	11128.47	259	38396.64	501	14867.85	147	22781.18	210	20301.26	189	15971.6	267
K03531	19748.1	165	18255.66	245	7531.75	152	9783.32	109	17033.45	259	26683.84	110	15631.08	216	29826.7	154	19018.76	157	6831.55	292	9405.97	188	27318.47	346	11805.92	108	15159.18	171	12944.22	149	12265.44	166
K03532	4208	41	3511	2	1282.75	9	967	8	1474	4	959.5	20	1596.46	6	27	11	150	1	9.5	37	548	3	5264	22	2867	12	1.5	6	94.25	32	313	14
K03533	4208	41	3511	2	1240.75	9	967	8	1474	4	823.5	20	1124.75	6	27	11	150	1	2.5	37	546	2	5264	22	2867	12	1.5	6	94.25	32	313	9
K03534	14453.24	122	15737.09	91	1712.28	122	7177.93	111	17208.3	456	9723.88	92	7289.15	329	9960	111	4277.83	122	1398.43	123	7927.5	43	15952.63	108	10633.5	84	4328.34	159	3138.3	73	11559.97	69
K03535	3529.6	37	2839.7	51	1426.84	11	3554.3	19	1804.6	10	3627.71	18	6534.79	10	1687.95	53	6193.84	27	1008.6	56	2263.1	11	10106.8	21	3649.5	22	2162.17	22	3265	31	1391.83	29
K03536	16776.5	133	12153.46	195	6883.23	143	5291.92	81	16085.4	257	25572.46	97	12928.46	212	27314	122	18449.53	131	6508.75	262	6191.37	186	24815.27	320	9378.92	91	14347.68	147	11017.22	130	10497.84	148
K03537	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
K03538	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	2	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0
K03539	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
K03540	0	0	0	0	31	0	0	0	7	0	0	0	41	0	0	0	80	1	100	0	2	3	0	0	0	0	0	0	0	0	0	0
K03543	31586.38	297	27684.9	394	8292.8	320	17520.05	178	27354.69	434	42384.82	196	22800.12	363	71815.26	238	12167.57	129	6384.91	591	15535.59	148	59726.42	683	22272.96	194	31071.03	293	27454.26	273	24085.82	308
K03544	18216.1	149	13428.66	245	7598.91	148	8985.32	108	16961.3	259	26819.84	105	16047.58	215	25115.2	154	13229.93	121	5851.55	291	8662.47	195	25647.47	336	11745.92	107	15159.18	169	12942.22	145	11952.44	172
K03545	18198.1	149	13408.66	245	7632.91	148	8985.32	108	16970.8	259	26819.84	105	16056.58	215	29905.2	154	18881.93	153	6802.55	291	8662.47	193	25630.47	336	11745.92	107	15159.18	169	12946.22	145	11952.44	172
K03546	11195.1	115	5469.24	172	5698.01	74	5785.65	75	10766.8	232	18882.34	56	14237.52	190	19267.2	126	11005.75	62	3988.17	114	4642.97	56	18019.87	137	8249.92	73	9037.51	115	7539.8	59	6617.7	116
K03547	11195.1	115	5481.91	171	5351.26	74	5785.65	75	10624.3	232	18829.84	56	13095.44	189	19258.2	126	10978.25	62	3892.92	114	4640.47	51	18019.87	137	8249.92	73	9036.01	115	7445.55	59	6617.7	115
K03548	3545.98	37	2919.32	58	2563.4	11	3699.52	19	1828.52	11	3815.84	18	5138.2	13	353.03	55	873.32	15	1130.7	57	2384.35	13	10104.7	27	3556.88	23	3057.67	24	3463.92	31	1338.1	34
K03549	19760.39	160	13914.33	252	6054.2	151	8793.95	109	14519.33	267	27020.96	97	15304.69	229	26269.53	156	12936.49	125	4830.95	290	8903.09	125	27350.76	295	14443.83	96	15698.68	162	13361.47	132	12608.99	167
K03550	18216.1	149	13440.66	245	7625.91	148	8985.32	108	16961.8	259	26819.84	105	16056.58	215	29511.2	154	18859.93	153	6797.55	291	8663.97	193	25637.47	336	11745.92	107	15159.18	169	12944.22	145	11952.44	171
K03551	18214.1	149	13437.66	244	7504.91	148	8975.32	108	16959.8	259	26819.84	105	16053.58	215	29456.2	154	18776.93	153	6681.55	291	8663.97	194	25637.47	336	11745.92	107	15161.18	169	12944.22	145	11950.44	171
K03552	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
K03553	18216.1	149	13443.66	245	7627.41	148	8985.32	108	17040.8	259	26683.84	105	15616.08	215	29516.2	154	18897.11	152	6830.55	291	8661.97	201	25637.47	336	11745.92	107	15161.18	169	12944.22	145	11952.44	166
K03554	5788.11	41	3607.69	140	3152.54	30	4795.4	47	5575.64	64	17322.84	26	9085.5	78	3670.02	98	3252.64	28	1611.15	122	3683.43	47	15611.09	43	5102.14	40	6254.17	61	6631.42	44	4575.34	90
K03555	18176.1	149	13388.91	238	5990.76	147	8325.32	94	16593.8	258	26677.84	105	13302.75	215	21381.7	154	5833.84	79	4427.08	291	8166.97	177	25621.47	336	11485.42	94	15156.18	161	12919.22	144	11652.77	166
K03556	5214.6	39	3424.2	70	2390.59	18	4209.9	35	2459.04	13	4445.17	21	7436.3	17	5046.78	55	10038.16	71	2082.97	67	2782.6	23	11240.2	77	3992	39	4758.84	32	5071.96	45	2135.6	36
K03557	7633.1	76	4185.41	203	4436.54	46	4836.65	46	6669.39	96	19244.84	30	11315	89	3309.03	109	3890.07	27	1620.32	144	3711.05	64	16456.7	99	5119.42	43	9509.34	75	8335.59	59	4375.47	95
K03558	12524.1	106	12065.91	211	5655.24	61	7607.32	70	11044.79	100	22520.84	54	12133.83	95	4507.53	122	4922.07	50	2676.4	168	7037.72	131	21032.8	188	9215.92	57	9985.51	101	8681.26	102	6510.04	126
K03559	27440.53	257	20710.07	714	14862.65	228	23622.31	196	29120.74	439	57457.33	132	39960.59	369	28275.91	424	10338.88	150	10254.67	552	18166.49	380	51385.41	565	22560.26	165	34861.19	286	31937.93	252	21071.89	375
K03560	16563.87	121	12945.94	309	6766.21	84	10383.72	93	11820.29	137	33126.09	68	14880.06	133	7324.81	191	5881.66	74	3938.07	272	8731.15	182	32652.67	249	8908.09	81	12380.01	142	12592.26	130	9217.97	176
K03561	38743.17	340	22880.43	673	15170.18	320	24796.67	249	39737.76	581	72157.59	215	38052.79	493	45607.08	471	9703.04	169	10474.63	729	20771.4	345	66571.53	692	28585.77	227	36342.69	387	34034.68	295	26916.14	461
K03562	14334.7	117	12254.61	255	6345.05	65	9899.72	75	9011.79	105	20761.09	60	14521.41	101	4723.98	155	5363.99	65	3542.07	206	7817.32	145	22171.5	234	7957.42	62	10600.01	113	10457.26	118	7315.14	126
K03563	4977.08	53	4015.9	229	6329.53	27	6901.17	38	4262.17	75	12653.75	27	17504.13	63	2396.23	164	10489.57	52	3599.7	113	4447.57	53	25788.02	38	5825.5	54	11269.01	49	11854.92	48	2602.82	91
K03564	20845.93	190	14894.54	332	9457.59	170	9297.97	115	19547.74	314	32619.84	113	21921.32	259	26880.21	182	20401.3	147	7298.97	321	9138.59	244	28832.75	395	13071.04	117	19580.68	197	15583.43	172	12898.83	210
K03565	16122.1	142	11961.99	241	6690.72	143	7970.65	100	15890.3	259	26626.84	90	15266.41	214	28494.03	154	18518.76	136	5984.3	278	7567.97	142	23469.87	277	11238.92	99	15154.51	152	12922.55	119	10991.37	166
K03566	29389.07	211	34210.51	464	11751.62	107	22005.02	158	17793.83	151	35336.33	121	36432.11	154	9263.68	255	19858.38	118	4971.06	417	17766.02	204	68499.35	284	13994.05	139	22675.87	192	25467.84	159	12847.52	205
K03567	3518.48	37	2841.82	63	2474.9	11	3587.52	20	1892.52	11	4399.84	18	7818.7	14	1405.03	55	2976.16	19	1235.62	56	2276.35	18	10142.7	27	3557.38	23	3433.67	24	3730.92	31	1384.1	36
K03568	10516.27	66	11696.53	177	6461.69	42	7219.07	73	7644.39	47	18516.34	48	13009.93	58	6767.53	125	5771.58	58	4219.31	143	6318.6	160	24776.35	147	10781.3	55	6726.34	74	8439.34	76	5853.75	108
K03569	16713.1	134	8860.58	237	6938.39	143	7368.65	89	16889.79	258	26796.84	104	14451.17	215	20577.2	158	6772.15	75	5233.32	295	7376.56	197	23943.2	327	11889.92	91	15194.84	156	12927.59	142	11417.97	172
